,Brand,Price,MRP,Processor,Rating,Reviews,Reviews1,Ram,Ava_offer
109,HP Pavilion x360 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) 14-dw1038TU 2 in 1 Laptop,"₹64,900","₹1,30,990","Intel Core i5 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD35.56 cm (14 inch) Touchscreen DisplayHP Audio Switch, HP ePrint, Dropbox, HP Connection Optimizer, HP Support Assistant, HP Recovery Manager, HP Documentation, HP System Event Utility, HP Jumpstart, Microsoft Office Home and Student 20191 Year Onsite Warranty",4.6,13 Ratings & 1 Reviews,13 Ratings & 1 Reviews,256 GB SSD,3% off
110,Lenovo Legion 5 Core i7 10th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeF...,"₹87,990","₹1,18,890",Intel Core i7 Processor (10th Gen)16 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD|256 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty,5,349 Ratings & 35 Reviews,349 Ratings & 35 Reviews,35.56 cm (14 inch) Touchscreen Display,28% off
111,MICROSOFT Surface Pro 7 Core i5 10th Gen - (8 GB/128 GB SSD/Windows 10 Home) 1866 2 in 1 Laptop,"₹78,990","₹80,000",Intel Core i5 Processor (10th Gen)8 GB LPDDR4X RAM64 bit Windows 10 Operating System128 GB SSD31.24 cm (12.3 inch) Touchscreen Display1 Year Onsite Warranty,4,770 Ratings & 111 Reviews,770 Ratings & 111 Reviews,"Microsoft Office Home and Student 2019, HP Audio Switch, HP ePrint, Dropbox, HP Connection Optimizer, HP Support Assistant, HP Recovery Manager, HP Documentation, HP System Event Utility, HP Jumpstart",12% off
112,ASUS Core i3 10th Gen - (4 GB/1 TB HDD/Windows 10 Home) Vivobook Laptop,"₹32,980","₹66,990",Intel Core i3 Processor (10th Gen)4 GB DDR4 RAMWindows 10 Operating System1 TB HDD39.62 cm (15.6 inch) DisplayOnsite Global,4.5,3 Ratings & 1 Reviews,3 Ratings & 1 Reviews,1 Year Onsite Warranty,14% off
113,HP 15s Athlon Dual Core - (4 GB/1 TB HDD/Windows 10 Home) 15s-GY0001AU Thin and Light Laptop,"₹25,990","₹94,990","AMD Athlon Dual Core Processor4 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD39.62 cm (15.6 inch) DisplayMicrosoft Office Home & Student 2019, HP Documentation, HP Smart, HP Support Assistant1 Year Onsite Warranty",4,88 Ratings & 9 Reviews,88 Ratings & 9 Reviews,AMD Ryzen 7 Octa Core Processor,8% off
114,APPLE MacBook Air Core i3 10th Gen - (8 GB/256 GB SSD/Mac OS Catalina) MWTL2HN/A,"₹83,990","₹94,990","Intel Core i3 Processor (10th Gen)8 GB LPDDR4X RAMMac OS Operating System256 GB SSD33.78 cm (13.3 inch) DisplayBuilt-in Apps: Photos, iMovie, GarageBand, Pages, Numbers, Keynote, Siri, Safari, Mail, FaceTime, Messages, Maps, News, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player1 Year Limited Warranty",5,68 Ratings & 10 Reviews,68 Ratings & 10 Reviews,8 GB DDR4 RAM,18% off
115,acer Predator Helios 300 Core i5 10th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/6 GB Graphics/N...,"₹92,990","₹1,06,290","Intel Core i5 Processor (10th Gen)16 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD|256 GB SSD39.62 cm (15.6 inch) DisplayPredatorSense, Acer Product Registration, Acer Care Center, Acer Collection, Quick Access1 Year International Travelers Warranty (ITW)",4.4,711 Ratings & 116 Reviews,711 Ratings & 116 Reviews,64 bit Windows 10 Operating System,6% off
116,Lenovo IdeaPad Flex 5 Core i7 11th Gen - (16 GB/512 GB SSD/Windows 10 Home) 14ITL05 2 in 1 Laptop,"₹83,990","₹69,990",Intel Core i7 Processor (11th Gen)16 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD35.56 cm (14 inch) Touchscreen DisplayMicrosoft Office Home and Student 20191 Year Onsite Warranty,4.4,713 Ratings & 116 Reviews,713 Ratings & 116 Reviews,512 GB SSD,30% off
117,lenovo Ideapad Slim 5i Core i5 11th Gen Intel EVO - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) 15ITL05...,"₹60,990","₹1,02,090",Intel Evo platform feat 11th Gen Intel Core i5 processorIntel Core i5 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD|256 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home and Student 20191 Year Onsite Warranty,4.4,15 Ratings & 3 Reviews,15 Ratings & 3 Reviews,35.56 cm (14 inch) Display,32% off
118,HP Pavilion Gaming Ryzen 5 Hexa Core 4600H - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/N...,"₹64,990","₹1,73,990","AMD Ryzen 5 Hexa Core Processor8 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD|256 GB SSD39.62 cm (15.6 inch) DisplayHP Documentation, HP e-service, HP BIOS Recovery, HP SSRM, HP Smart, HP Jumpstarts, HP Audio Switch, HP Audio Boost, HP Support Assistant, Dropbox, OMEN Command Center1 Year Onsite Warranty",4.5,689 Ratings & 86 Reviews,689 Ratings & 86 Reviews,Microsoft Office Home and Student 2019,33% off
119,ASUS VivoBook Gaming Core i7 9th Gen - (16 GB + 32 GB Optane/512 GB SSD/Windows 10 Home/4 GB Graphics/...,"₹72,990","₹73,990","120 Hz Refresh Rate- It can display upto 120 frames per second.Intel Core i7 Processor (9th Gen)16 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayAsus GiftBox, ICEsound, Asus Splendid1 Year Limited International Hardware Warranty",4.3,231 Ratings & 38 Reviews,231 Ratings & 38 Reviews,1 Year Onsite Warranty,28% off
120,ASUS VivoBook Gaming Core i7 9th Gen - (16 GB + 32 GB Optane/512 GB SSD/Windows 10 Home/4 GB Graphics/...,"₹72,990","₹79,990","120 Hz Refresh Rate- It can display upto 120 frames per second.Intel Core i7 Processor (9th Gen)16 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayAsus GiftBox, ICEsound, Asus Splendid1 Year Limited International Hardware Warranty",4,287 Ratings & 34 Reviews,287 Ratings & 34 Reviews,Intel Core i7 Processor (9th Gen),32% off
121,Lenovo Yoga Slim 7 Ryzen 7 Octa Core 4800U - (8 GB/512 GB SSD/Windows 10 Home) 14ARE05 Thin and Light ...,"₹72,490","₹62,163",AMD Ryzen 7 Octa Core Processor8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD35.56 cm (14 inch) DisplayMicrosoft Office Home and Student 20191 Year Onsite Warranty,4.7,90 Ratings & 13 Reviews,90 Ratings & 13 Reviews,16 GB DDR4 RAM,16% off
122,ASUS VivoBook S S13 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) S333EA-EG501TS Thin and Light...,"₹57,990","₹55,490","Intel Core i5 Processor (11th Gen)8 GB LPDDR4X RAM64 bit Windows 10 Operating System512 GB SSD33.78 cm (13.3 inch) DisplayTru2Life, Splendid, My Asus, Microsoft Office Home and Student 20191 Year Onsite Warranty",3.9,971 Ratings & 186 Reviews,971 Ratings & 186 Reviews,64 bit Windows 10 Operating System,33% off
123,Lenovo Ideapad Gaming 3i Core i5 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NV...,"₹61,990","₹1,07,690",Intel Core i5 Processor (10th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD|256 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty,4.5,54 Ratings & 16 Reviews,54 Ratings & 16 Reviews,1 TB HDD|256 GB SSD,15% off
124,msi GP65 Leopard Core i7 10th Gen - (32 GB/1 TB HDD/512 GB SSD/Windows 10 Home/8 GB Graphics/NVIDIA Ge...,"₹1,39,990","₹55,591","Intel Core i7 Processor (10th Gen)32 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD|512 GB SSD39.62 cm (15.6 inch) DisplayShift, Cooler Boost 5, True Color 2.0, Nahimic 32 Year Carry In Warranty",4,904 Ratings & 160 Reviews,904 Ratings & 160 Reviews,43.94 cm (17.3 inch) Display,19% off
125,ASUS VivoBook Ultra 14 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) X413EA-EB511TS Thin and Li...,"₹54,990","₹89,775","Intel Core i5 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD35.56 cm (14 inch) DisplayMicrosoft Office Home and Student 2019, Splendid, My Asus, Tru2Life1 Year Onsite Warranty",4.1,666 Ratings & 88 Reviews,666 Ratings & 88 Reviews,"Cooler Boost 5, Audio Boost, Dragon Center, Nahimic 3",14% off
126,DELL Inspiron Core i5 11th Gen - (4 GB/1 TB HDD/256 GB SSD/Windows 10 Home) Inspiron 3501 Laptop,"₹50,263","₹60,218","Intel Core i5 Processor (11th Gen)4 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD|256 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home and Student 20191 Year Limited Hardware Warranty, In Home Service After Remote Diagnosis - Retail",4.6,667 Ratings & 82 Reviews,667 Ratings & 82 Reviews,2 Years Carry In Warranty,9% off
127,ASUS VivoBook Ultra 14 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) X413EP-EB511...,"₹64,990","₹64,104","Intel Core i5 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD35.56 cm (14 inch) DisplayMicrosoft Office Home and Student 2019, Splendid, My Asus, Tru2Life1 Year Onsite Warranty",4,10 Ratings & 1 Reviews,10 Ratings & 1 Reviews,AMD Ryzen 3 Dual Core Processor,29% off
128,Lenovo Ideapad S340 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) S340-14IILD Thi...,"₹55,990","₹1,05,781",Intel Core i5 Processor (10th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD35.56 cm (14 inch) DisplayMicrosoft Office Home and Student 20191 Year Onsite Warranty,4.3,3 Ratings & 0 Reviews,3 Ratings & 0 Reviews,8 GB DDR4 RAM,29% off
129,Avita Liber V14 Ryzen 5 Quad Core 3500U - (8 GB/512 GB SSD/Windows 10 Home) NS14A8INV562-SGA Thin and ...,"₹38,990","₹1,40,990",AMD Ryzen 5 Quad Core Processor8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD35.56 cm (14 inch) Display18 Months Warranty + 6 Months Extended Warranty (6 Months Extended Warranty Upon Online Product Registration on www.avita-india.com),4.5,40 Ratings & 7 Reviews,40 Ratings & 7 Reviews,64 bit Windows 10 Operating System,23% off
130,Lenovo Legion 5 Ryzen 7 Octa Core 4800H - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVID...,"₹80,990","₹94,733",AMD Ryzen 7 Octa Core Processor8 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD|256 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty,4.3,29 Ratings & 4 Reviews,29 Ratings & 4 Reviews,1 TB HDD|256 GB SSD,2% off
131,ASUS VivoBook 14 Ryzen 7 Octa Core 4700U - (8 GB/512 GB SSD/Windows 10 Home) M413IA-EK586T Thin and Li...,"₹54,990","₹44,190","AMD Ryzen 7 Octa Core Processor8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD35.56 cm (14 inch) DisplayMy Asus, Splendid1 Year Onsite Warranty",3.7,"1,842 Ratings & 294 Reviews","1,842 Ratings & 294 Reviews",39.62 cm (15.6 inch) Display,23% off
132,DELL G3 Core i7 10th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX...,"₹88,990","₹40,434",Intel Core i7 Processor (10th Gen)16 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD|256 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home and Student 20191 Year Complete Cover Warranty,4.7,510 Ratings & 59 Reviews,510 Ratings & 59 Reviews,"Microsoft Office Home and Student 2019, HP Documentation, HP SSRM, HP Smart, HP Support Assistant",8% off
133,HP 14s Core i5 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) 14S-ER0003TU Thin and Light Lapto...,"₹58,990","₹68,681","Intel Core i5 Processor (10th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD|256 GB SSD35.56 cm (14 inch) DisplayHP Audio Switch, HP Support Assistant, HP Recovery Manager, HP Documentation, HP Sure Connect, HP JumpStart, HP Connection Optimizer, Microsoft Office Home and Student 20191 Year Onsite Warranty",4.3,71 Ratings & 11 Reviews,71 Ratings & 11 Reviews,1 Year Onsite Warranty,30% off
134,DELL Inspiron 3505 Ryzen 7 Quad Core 3700U - (8 GB/512 GB SSD/Windows 10 Home) Inspiron 3505 Laptop,"₹57,890","₹61,990",AMD Ryzen 7 Quad Core Processor8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home and Student 20191 Year Onsite Warranty,4.2,6 Ratings & 0 Reviews,6 Ratings & 0 Reviews,AMD Ryzen 3 Dual Core Processor,23% off
135,Lenovo ThinkPad E14 Core i7 10th Gen - (16 GB/512 GB SSD/Windows 10 Home) E14 Thin and Light Laptop,"₹89,990","₹61,990",Intel Core i7 Processor (10th Gen)16 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD35.56 cm (14 inch) DisplayMicrosoft Office Home and Student 20191 Year Onsite Warranty,4.7,6 Ratings & 2 Reviews,6 Ratings & 2 Reviews,4 GB DDR4 RAM,16% off
136,APPLE MacBook Pro M1 - (8 GB/256 GB SSD/Mac OS Big Sur) MYD82HN/A,"₹1,22,900","₹90,000","Apple M1 Processor8 GB DDR4 RAMMac OS Operating System256 GB SSD33.78 cm (13.3 inch) DisplayBuilt-in Apps: iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player1 Year Limited Warra­nty",4.6,154 Ratings & 29 Reviews,154 Ratings & 29 Reviews,64 bit Windows 10 Operating System,19% off
137,APPLE MacBook Air M1 - (8 GB/512 GB SSD/Mac OS Big Sur) MGN73HN/A,"₹1,17,900","₹39,031","Apple M1 Processor8 GB DDR4 RAMMac OS Operating System512 GB SSD33.78 cm (13.3 inch) DisplayBuilt-in Apps: iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player1 Year Limited Warra­nty",4.4,154 Ratings & 29 Reviews,154 Ratings & 29 Reviews,1 TB HDD,23% off
138,acer Predator Helios 300 Core i7 10th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/6 GB Graphics/N...,"₹1,09,990","₹1,16,090","Intel Core i7 Processor (10th Gen)16 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD|256 GB SSD39.62 cm (15.6 inch) DisplayPredatorSense, Acer Product Registration, Acer Care Center, Acer Collection, Quick Access1 Year International Travelers Warranty (ITW)",4.6,203 Ratings & 61 Reviews,203 Ratings & 61 Reviews,39.62 cm (15.6 inch) Display,31% off
139,HP Pavilion x360 Core i7 8th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/2 GB Graphics) 14-dh0112T...,"₹76,990","₹77,214",Intel Core i7 Processor (8th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD|256 GB SSD35.56 cm (14 inch) Touchscreen DisplayMicrosoft Office Home and Student 20191 Year Onsite Warranty,5,153 Ratings & 17 Reviews,153 Ratings & 17 Reviews,"Microsoft Office Home and Student 2019, HP Documentation, HP Smart, HP Support Assistant",17% off
140,Lenovo Ideapad S145 Ryzen 5 Quad Core 3500U - (4 GB/1 TB HDD/Windows 10 Home) S145-15API Laptop,"₹37,990","₹69,152",AMD Ryzen 5 Quad Core Processor4 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD39.62 cm (15.6 inch) DisplayMicrosoft Office Home and Student 20191 Year Onsite Warranty,3,87 Ratings & 19 Reviews,87 Ratings & 19 Reviews,1 Year Onsite Warranty,39% off
141,DELL Vostro Core i3 10th Gen - (8 GB/1 TB HDD/Windows 10 Home) Vostro 3401 Thin and Light Laptop,"₹39,990","₹53,589",Intel Core i3 Processor (10th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD35.56 cm (14 inch) DisplayMicrosoft Office Home and Student 20191 Year Onsite Warranty,4.3,6 Ratings & 0 Reviews,6 Ratings & 0 Reviews,Intel Core i5 Processor (11th Gen),19% off
142,Lenovo Thinkpad E14 Core i5 10th Gen - (8 GB/1 TB HDD/128 GB SSD/Windows 10 Home) E14 Thin and Light L...,"₹56,990","₹1,04,999",Intel Core i5 Processor (10th Gen)8 GB DDR4 RAMWindows 10 Operating System1 TB HDD|128 GB SSD35.56 cm (14 inch) DisplayMicrosoft Office Home and Student 20191 Year Onsite Warranty,5,115 Ratings & 17 Reviews,115 Ratings & 17 Reviews,16 GB DDR4 RAM,25% off
143,ASUS VivoBook Flip 14 Core i3 10th Gen - (4 GB/512 GB SSD/Windows 10 Home) TP412FA-EC372TS 2 in 1 Lapt...,"₹46,990","₹79,990","Intel Core i3 Processor (10th Gen)4 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD35.56 cm (14 inch) Touchscreen DisplayMy Asus, Splendid, Pre-Installed MS Office Home and Student 20191 Year Onsite Warranty",1,36 Ratings & 6 Reviews,36 Ratings & 6 Reviews,64 bit Windows 10 Operating System,18% off
144,ASUS VivoBook Flip 14 Core i3 10th Gen - (4 GB/512 GB SSD/Windows 10 Home) TP412FA-EC372TS 2 in 1 Lapt...,"₹46,990","₹24,844","Intel Core i3 Processor (10th Gen)4 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD35.56 cm (14 inch) Touchscreen DisplayMy Asus, Splendid, Pre-Installed MS Office Home and Student 20191 Year Onsite Warranty",4.4,90 Ratings & 13 Reviews,90 Ratings & 13 Reviews,512 GB SSD,9% off
145,Nokia PureBook X14 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) NKi510UL85S Thin and Light Lap...,"₹57,990","₹44,908",Intel Core i5 Processor (10th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD35.56 cm (14 inch) Display1 Year Onsite Warranty Commencing from the Date of Purchase,5,42 Ratings & 13 Reviews,42 Ratings & 13 Reviews,35.56 cm (14 inch) Display,29% off
146,HP 15s Core i3 11th Gen - (8 GB/1 TB HDD/Windows 10 Home) 15s-dy3001TU Thin and Light Laptop,"₹38,490","₹78,399","Intel Core i3 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD39.62 cm (15.6 inches) DisplayMicrosoft Office Home & Student 2019, HP Documentation, HP BIOS Recovery, HP Smart1 Year Onsite Warranty",5,690 Ratings & 122 Reviews,690 Ratings & 122 Reviews,"Microsoft Office Home and Student 2019, HP Documentation, HP Smart, HP BIOS Recovery, HP Support Assistant, Dropbox",24% off
147,Lenovo Yoga 6 Ryzen 7 Octa Core 4700U - (16 GB/512 GB SSD/Windows 10 Home) 13ARE05 2 in 1 Laptop,"₹78,990","₹71,100",AMD Ryzen 7 Octa Core Processor16 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD33.78 cm (13.3 inches) Touchscreen DisplayMicrosoft Office Home and Student 20191 Year Onsite Warranty,4.1,17 Ratings & 2 Reviews,17 Ratings & 2 Reviews,1 Year Onsite Warranty,1% off
148,HP 15s Core i5 11th Gen - (8 GB/1 TB SSD/Windows 10 Home) 15s-FR2005TU Thin and Light Laptop,"₹64,450","₹48,544","Intel Core i5 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System1 TB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home and Student 2019, HP Documentation, HP BIOS Recovery, Dropbox, HP Support Assistant1 Year Onsite Warranty",1,78 Ratings & 15 Reviews,78 Ratings & 15 Reviews,Intel Core i5 Processor (10th Gen),2% off
149,Lenovo ThinkPad E15 Core i5 10th Gen - (8 GB/1 TB HDD/128 GB SSD/Windows 10 Home) Black Laptop,"₹59,490","₹69,738","Intel Core i5 Processor (10th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD|128 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home and Student 2019, Lenovo Secure Suite 1.01 Year Onsite Warranty",1,500 Ratings & 89 Reviews,500 Ratings & 89 Reviews,8 GB DDR4 RAM,9% off
150,acer Aspire 5 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) A514-54-5842 Thin and Light Laptop,"₹51,990","₹1,53,990","Intel Core i5 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD35.56 cm (14 inch) DisplayAcer Care Center, Acer Configuration Manager, Quick Access, Acer Product Registration, Microsoft Office Home and Student 20191 Year International Travelers Warranty (ITW)",4,22 Ratings & 5 Reviews,22 Ratings & 5 Reviews,64 bit Windows 10 Operating System,14% off
151,MICROSOFT Surface Laptop 3 Core i5 10th Gen - (8 GB/128 GB SSD/Windows 10 Home) 1867 Laptop,"₹89,990","₹89,490",Intel Core i5 Processor (10th Gen)8 GB LPDDR4X RAM64 bit Windows 10 Operating System128 GB SSD34.29 cm (13.5 inch) Touchscreen Display1 Year Limited Hardware Warranty,4,22 Ratings & 2 Reviews,22 Ratings & 2 Reviews,1 TB HDD|128 GB SSD,21% off
152,ASUS VivoBook Ultra 14 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) X413EP-EB513...,"₹62,990","₹64,990","Intel Core i5 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD35.56 cm (14 inch) DisplayMicrosoft Office Home and Student 2019, Splendid, My Asus, Tru2Life1 Year Onsite Warranty",1,874 Ratings & 110 Reviews,874 Ratings & 110 Reviews,35.56 cm (14 inch) Display,18% off
153,HP Chromebook MT8183 - (4 GB/64 GB EMMC Storage/Chrome OS) 11A-NA0002MU Chromebook,"₹21,990","₹62,000","MediaTek MT8183 Processor4 GB DDR4 RAM64 bit Chrome Operating System29.46 cm (11.6 inch) Touchscreen DisplayPre-installed G-suite Apps, Linux Kernel and Apps, Chrome Web Extensions, Google Play Store, HP Audio Switch, HP ePrint, HP Support Assistant, Dropbox1 Year Onsite Warranty",4.2,117 Ratings & 16 Reviews,117 Ratings & 16 Reviews,Microsoft Office Home and Student 2019,14% off
154,HP Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) 15s-FQ2075TU Thin and Light Laptop,"₹40,990","₹1,18,990","Intel Core i3 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System256 GB SSD39.62 cm (15.6 inches) DisplayMicrosoft Office Home & Student 2019, HP Documentation, HP CoolSense, HP SSRM, HP Smart1 Year Domestic Brand Warranty on Device",4.3,20 Ratings & 2 Reviews,20 Ratings & 2 Reviews,1 Year Onsite Warranty,1% off
155,HP Omen Ryzen 5 Hexa Core 4600H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 16...,"₹69,990","₹27,209",AMD Ryzen 5 Hexa Core Processor8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty,4.4,"1,852 Ratings & 239 Reviews","1,852 Ratings & 239 Reviews",AMD Ryzen 5 Hexa Core Processor,17% off
156,ASUS TUF Gaming F15 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce G...,"₹66,990","₹76,715",Intel Core i5 Processor (10th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home and Student 20191 Year Onsite Warranty,4.2,716 Ratings & 125 Reviews,716 Ratings & 125 Reviews,8 GB DDR4 RAM,24% off
157,ASUS TUF Gaming F15 Core i7 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA ...,"₹89,380","₹30,990",Intel Core i7 Processor (10th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD|256 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home and Student 20191 Year Onsite Warranty,4.4,971 Ratings & 186 Reviews,971 Ratings & 186 Reviews,64 bit Windows 10 Operating System,23% off
158,HP 15s Core i3 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) 15s-FQ2072TU Thin and Light Laptop,"₹43,990","₹29,240","Intel Core i3 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home and Student 2019, HP Documentation, HP CoolSense, HP SSRM, HP Smart, HP Support Assistant1 Year Onsite Warranty",3.9,7 Ratings & 2 Reviews,7 Ratings & 2 Reviews,512 GB SSD,29% off
159,acer Swift 3 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) SF314-57/SF314-57G Thi...,"₹64,990","₹52,068","Intel Core i5 Processor (10th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD35.56 cm (14 inch) DisplayAcer Collection, Quick Access, Cyberlink PhotoDirector 8, Cyberlink PowerDirector 14, Acer Care Center, Acer Product Registration1 Year International Travelers Warranty (ITW)",4.3,21 Ratings & 1 Reviews,21 Ratings & 1 Reviews,35.56 cm (14 inch) Display,17% off
160,msi GL65 Leopard Core i7 10th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA Ge...,"₹1,09,990","₹55,490","Intel Core i7 Processor (10th Gen)16 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD|256 GB SSD39.62 cm (15.6 inch) DisplayMatrix Display, Dragon Center, Cooler Boost 5, True Color 2.0, Nahimic 32 Year Warranty",4.3,19 Ratings & 1 Reviews,19 Ratings & 1 Reviews,"My Asus, Splendid",25% off
161,Lenovo Ideapad Gaming 3 Ryzen 7 Octa Core 4800H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDI...,"₹71,990","₹53,721",AMD Ryzen 7 Octa Core Processor8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home and Student 20191 Year Onsite Warranty,4.3,532 Ratings & 51 Reviews,532 Ratings & 51 Reviews,1 Year Onsite Warranty,21% off
162,ASUS VivoBook Gaming Core i5 9th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA ...,"₹62,990","₹89,490","Intel Core i5 Processor (9th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD|256 GB SSD39.62 cm (15.6 inch) DisplaySplendid, Tru2Life, My Asus1 Year Onsite Warranty",3.9,"6,198 Ratings & 811 Reviews","6,198 Ratings & 811 Reviews",Intel Core i5 Processor (9th Gen),24% off
